submission_id,QUD,RT,age,comments,education,endTime,experiment_id,gender,languages,option1,option2,question,response,startDate,startTime,timeSpent,trial_name,trial_number
342,,4374,31,,Graduated High School,1573582561350,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 19:14:39 GMT+0100 (Mitteleuropäische Normalzeit),1573582479826,1.3587333333333333,forced_choice,3
341,,3978,19,,Graduated High School,1573581769771,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 19:02:09 GMT+0100 (Mitteleuropäische Normalzeit),1573581729072,0.6783166666666667,forced_choice,1
341,,4593,19,,Graduated High School,1573581769771,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 19:02:09 GMT+0100 (Mitteleuropäische Normalzeit),1573581729072,0.6783166666666667,forced_choice,2
341,,4369,19,,Graduated High School,1573581769771,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 19:02:09 GMT+0100 (Mitteleuropäische Normalzeit),1573581729072,0.6783166666666667,forced_choice,3
340,,4997,19,,Graduated High School,1573581662910,8,female,Italian,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:59:58 GMT+0100 (ora solare Europa occidentale),1573581598671,1.07065,forced_choice,1
340,,4918,19,,Graduated High School,1573581662910,8,female,Italian,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:59:58 GMT+0100 (ora solare Europa occidentale),1573581598671,1.07065,forced_choice,2
340,,3061,19,,Graduated High School,1573581662910,8,female,Italian,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:59:58 GMT+0100 (ora solare Europa occidentale),1573581598671,1.07065,forced_choice,3
339,,6714,19,,Graduated High School,1573581581850,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:58:50 GMT+0100 (Mitteleuropäische Normalzeit),1573581530021,0.8638166666666667,forced_choice,1
339,,5758,19,,Graduated High School,1573581581850,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:58:50 GMT+0100 (Mitteleuropäische Normalzeit),1573581530021,0.8638166666666667,forced_choice,2
339,,2737,19,,Graduated High School,1573581581850,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:58:50 GMT+0100 (Mitteleuropäische Normalzeit),1573581530021,0.8638166666666667,forced_choice,3
338,,5248,24,,Graduated High School,1573581528536,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 18:20:55 GMT+0100 (Mitteleuropäische Normalzeit),1573579255440,37.884933333333336,forced_choice,1
338,,2759,24,,Graduated High School,1573581528536,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:20:55 GMT+0100 (Mitteleuropäische Normalzeit),1573579255440,37.884933333333336,forced_choice,2
338,,21496,24,,Graduated High School,1573581528536,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:20:55 GMT+0100 (Mitteleuropäische Normalzeit),1573579255440,37.884933333333336,forced_choice,3
337,,7942,19,,Graduated College,1573581364640,8,female,russian,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:55:00 GMT+0100 (Central European Standard Time),1573581300572,1.0678,forced_choice,1
337,,14349,19,,Graduated College,1573581364640,8,female,russian,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:55:00 GMT+0100 (Central European Standard Time),1573581300572,1.0678,forced_choice,2
337,,12277,19,,Graduated College,1573581364640,8,female,russian,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 18:55:00 GMT+0100 (Central European Standard Time),1573581300572,1.0678,forced_choice,3
336,,2962,19,,Graduated High School,1573581023378,8,female,Russian,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:49:52 GMT+0100 (Mitteleuropäische Normalzeit),1573580992070,0.5218,forced_choice,1
336,,4836,19,,Graduated High School,1573581023378,8,female,Russian,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 18:49:52 GMT+0100 (Mitteleuropäische Normalzeit),1573580992070,0.5218,forced_choice,2
336,,4354,19,,Graduated High School,1573581023378,8,female,Russian,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:49:52 GMT+0100 (Mitteleuropäische Normalzeit),1573580992070,0.5218,forced_choice,3
335,,10561,19,,Graduated High School,1573580030285,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:32:48 GMT+0100 (Mitteleuropäische Normalzeit),1573579968933,1.0225333333333333,forced_choice,1
335,,9234,19,,Graduated High School,1573580030285,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:32:48 GMT+0100 (Mitteleuropäische Normalzeit),1573579968933,1.0225333333333333,forced_choice,2
335,,7754,19,,Graduated High School,1573580030285,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:32:48 GMT+0100 (Mitteleuropäische Normalzeit),1573579968933,1.0225333333333333,forced_choice,3
334,,4557,29,,Graduated College,1573579807254,8,female,rus,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:28:52 GMT+0100 (Mitteleuropäische Normalzeit),1573579732336,1.2486333333333333,forced_choice,1
334,,3949,29,,Graduated College,1573579807254,8,female,rus,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:28:52 GMT+0100 (Mitteleuropäische Normalzeit),1573579732336,1.2486333333333333,forced_choice,2
334,,4065,29,,Graduated College,1573579807254,8,female,rus,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:28:52 GMT+0100 (Mitteleuropäische Normalzeit),1573579732336,1.2486333333333333,forced_choice,3
333,,6682,,,,1573579495379,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:23:41 GMT+0100 (Mitteleuropäische Normalzeit),1573579421445,1.2322333333333333,forced_choice,1
333,,28707,,,,1573579495379,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:23:41 GMT+0100 (Mitteleuropäische Normalzeit),1573579421445,1.2322333333333333,forced_choice,2
333,,2157,,,,1573579495379,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:23:41 GMT+0100 (Mitteleuropäische Normalzeit),1573579421445,1.2322333333333333,forced_choice,3
332,,4632,19,,Graduated High School,1573579201071,8,female,"german, english",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:19:21 GMT+0100 (CET),1573579161289,0.6630333333333334,forced_choice,1
332,,3513,19,,Graduated High School,1573579201071,8,female,"german, english",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:19:21 GMT+0100 (CET),1573579161289,0.6630333333333334,forced_choice,2
332,,1666,19,,Graduated High School,1573579201071,8,female,"german, english",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:19:21 GMT+0100 (CET),1573579161289,0.6630333333333334,forced_choice,3
331,,10248,20,,Graduated High School,1573578616478,8,male,"Italian, French",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 18:09:15 GMT+0100 (Ora standard dell’Europa centrale),1573578555328,1.0191666666666668,forced_choice,1
331,,4241,20,,Graduated High School,1573578616478,8,male,"Italian, French",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:09:15 GMT+0100 (Ora standard dell’Europa centrale),1573578555328,1.0191666666666668,forced_choice,2
331,,3337,20,,Graduated High School,1573578616478,8,male,"Italian, French",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:09:15 GMT+0100 (Ora standard dell’Europa centrale),1573578555328,1.0191666666666668,forced_choice,3
330,,18017,20,,Graduated High School,1573578556024,8,female,Deutsch,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:07:03 GMT+0100 (Central European Standard Time),1573578423307,2.21195,forced_choice,1
330,,2502,20,,Graduated High School,1573578556024,8,female,Deutsch,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:07:03 GMT+0100 (Central European Standard Time),1573578423307,2.21195,forced_choice,2
330,,48416,20,,Graduated High School,1573578556024,8,female,Deutsch,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:07:03 GMT+0100 (Central European Standard Time),1573578423307,2.21195,forced_choice,3
329,,14224,19,"Joa gute Fragen, weiter so!",Graduated High School,1573578521038,8,other,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 18:06:30 GMT+0100 (Central European Standard Time),1573578390172,2.1811,forced_choice,1
329,,9288,19,"Joa gute Fragen, weiter so!",Graduated High School,1573578521038,8,other,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:06:30 GMT+0100 (Central European Standard Time),1573578390172,2.1811,forced_choice,2
329,,5558,19,"Joa gute Fragen, weiter so!",Graduated High School,1573578521038,8,other,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:06:30 GMT+0100 (Central European Standard Time),1573578390172,2.1811,forced_choice,3
328,,5525,21,,Graduated College,1573578678935,8,female,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:10:39 GMT+0100 (Central European Standard Time),1573578639366,0.6594833333333333,forced_choice,1
328,,4258,21,,Graduated College,1573578678935,8,female,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 18:10:39 GMT+0100 (Central European Standard Time),1573578639366,0.6594833333333333,forced_choice,2
328,,2679,21,,Graduated College,1573578678935,8,female,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:10:39 GMT+0100 (Central European Standard Time),1573578639366,0.6594833333333333,forced_choice,3
327,,7100,20,,Graduated High School,1573578199049,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 18:02:19 GMT+0100 (Mitteleuropäische Normalzeit),1573578139047,1.0000333333333333,forced_choice,1
327,,4169,20,,Graduated High School,1573578199049,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:02:19 GMT+0100 (Mitteleuropäische Normalzeit),1573578139047,1.0000333333333333,forced_choice,2
327,,11135,20,,Graduated High School,1573578199049,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:02:19 GMT+0100 (Mitteleuropäische Normalzeit),1573578139047,1.0000333333333333,forced_choice,3
326,,4411,20,,Graduated High School,1573578165122,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 18:02:07 GMT+0100 (Mitteleuropäische Normalzeit),1573578127311,0.6301833333333333,forced_choice,1
326,,2351,20,,Graduated High School,1573578165122,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 18:02:07 GMT+0100 (Mitteleuropäische Normalzeit),1573578127311,0.6301833333333333,forced_choice,2
326,,2051,20,,Graduated High School,1573578165122,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 18:02:07 GMT+0100 (Mitteleuropäische Normalzeit),1573578127311,0.6301833333333333,forced_choice,3
325,,4650,21,,Graduated High School,1573577413333,8,female,"polish, german",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:35:03 GMT+0100 (Mitteleuropäische Normalzeit),1573572903361,75.1662,forced_choice,1
325,,7016,21,,Graduated High School,1573577413333,8,female,"polish, german",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 16:35:03 GMT+0100 (Mitteleuropäische Normalzeit),1573572903361,75.1662,forced_choice,2
325,,3628,21,,Graduated High School,1573577413333,8,female,"polish, german",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:35:03 GMT+0100 (Mitteleuropäische Normalzeit),1573572903361,75.1662,forced_choice,3
324,,9105,24,,Graduated High School,1573576469228,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 17:33:13 GMT+0100 (Mitteleuropäische Normalzeit),1573576393635,1.2598833333333332,forced_choice,1
324,,3589,24,,Graduated High School,1573576469228,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 17:33:13 GMT+0100 (Mitteleuropäische Normalzeit),1573576393635,1.2598833333333332,forced_choice,2
324,,7159,24,,Graduated High School,1573576469228,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 17:33:13 GMT+0100 (Mitteleuropäische Normalzeit),1573576393635,1.2598833333333332,forced_choice,3
323,,5536,25,,Graduated High School,1573576198248,8,male,nepali,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 17:28:58 GMT+0100 (Mitteleuropäische Normalzeit),1573576138894,0.9892333333333333,forced_choice,1
323,,6622,25,,Graduated High School,1573576198248,8,male,nepali,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 17:28:58 GMT+0100 (Mitteleuropäische Normalzeit),1573576138894,0.9892333333333333,forced_choice,2
323,,7396,25,,Graduated High School,1573576198248,8,male,nepali,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 17:28:58 GMT+0100 (Mitteleuropäische Normalzeit),1573576138894,0.9892333333333333,forced_choice,3
322,,4288,20,,Graduated High School,1573576172783,8,female,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 17:06:43 GMT+0100 (Central European Standard Time),1573574803806,22.816283333333335,forced_choice,1
322,,2611,20,,Graduated High School,1573576172783,8,female,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 17:06:43 GMT+0100 (Central European Standard Time),1573574803806,22.816283333333335,forced_choice,2
322,,3796,20,,Graduated High School,1573576172783,8,female,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 17:06:43 GMT+0100 (Central European Standard Time),1573574803806,22.816283333333335,forced_choice,3
321,,7939,20,,Graduated High School,1573576060830,8,female,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 17:26:40 GMT+0100 (Central European Standard Time),1573576000354,1.0079333333333333,forced_choice,1
321,,5135,20,,Graduated High School,1573576060830,8,female,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 17:26:40 GMT+0100 (Central European Standard Time),1573576000354,1.0079333333333333,forced_choice,2
321,,5380,20,,Graduated High School,1573576060830,8,female,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 17:26:40 GMT+0100 (Central European Standard Time),1573576000354,1.0079333333333333,forced_choice,3
320,,12433,21,,Graduated High School,1573575333035,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 17:13:12 GMT+0100 (Mitteleuropäische Normalzeit),1573575192058,2.3496166666666665,forced_choice,1
320,,11056,21,,Graduated High School,1573575333035,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 17:13:12 GMT+0100 (Mitteleuropäische Normalzeit),1573575192058,2.3496166666666665,forced_choice,2
320,,3395,21,,Graduated High School,1573575333035,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 17:13:12 GMT+0100 (Mitteleuropäische Normalzeit),1573575192058,2.3496166666666665,forced_choice,3
319,,5256,22,,Graduated High School,1573574630730,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 17:01:58 GMT+0100 (Central European Standard Time),1573574518244,1.8747666666666667,forced_choice,1
319,,8074,22,,Graduated High School,1573574630730,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 17:01:58 GMT+0100 (Central European Standard Time),1573574518244,1.8747666666666667,forced_choice,2
319,,3528,22,,Graduated High School,1573574630730,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 17:01:58 GMT+0100 (Central European Standard Time),1573574518244,1.8747666666666667,forced_choice,3
318,,3401,25,,Graduated High School,1573574364117,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:42:28 GMT+0100 (Mitteleuropäische Normalzeit),1573573348022,16.934916666666666,forced_choice,1
318,,2423,25,,Graduated High School,1573574364117,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:42:28 GMT+0100 (Mitteleuropäische Normalzeit),1573573348022,16.934916666666666,forced_choice,2
318,,1921,25,,Graduated High School,1573574364117,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:42:28 GMT+0100 (Mitteleuropäische Normalzeit),1573573348022,16.934916666666666,forced_choice,3
317,,4359,,,,1573574324593,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:58:03 GMT+0100 (Central European Standard Time),1573574283616,0.68295,forced_choice,1
317,,3800,,,,1573574324593,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 16:58:03 GMT+0100 (Central European Standard Time),1573574283616,0.68295,forced_choice,2
317,,8192,,,,1573574324593,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:58:03 GMT+0100 (Central European Standard Time),1573574283616,0.68295,forced_choice,3
316,,5875,21,,Graduated High School,1573573885744,8,male,"German, Russian",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:50:37 GMT+0100 (Central European Standard Time),1573573837536,0.8034666666666667,forced_choice,1
316,,1833,21,,Graduated High School,1573573885744,8,male,"German, Russian",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 16:50:37 GMT+0100 (Central European Standard Time),1573573837536,0.8034666666666667,forced_choice,2
316,,1923,21,,Graduated High School,1573573885744,8,male,"German, Russian",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:50:37 GMT+0100 (Central European Standard Time),1573573837536,0.8034666666666667,forced_choice,3
315,,20567,18,,Graduated High School,1573573054964,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:35:45 GMT+0100 (Central European Standard Time),1573572945884,1.818,forced_choice,1
315,,4400,18,,Graduated High School,1573573054964,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:35:45 GMT+0100 (Central European Standard Time),1573572945884,1.818,forced_choice,2
315,,7614,18,,Graduated High School,1573573054964,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:35:45 GMT+0100 (Central European Standard Time),1573572945884,1.818,forced_choice,3
314,,7192,21,,Graduated High School,1573572891857,8,female,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:33:51 GMT+0100 (CET),1573572831947,0.9985,forced_choice,1
314,,3743,21,,Graduated High School,1573572891857,8,female,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:33:51 GMT+0100 (CET),1573572831947,0.9985,forced_choice,2
314,,2149,21,,Graduated High School,1573572891857,8,female,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:33:51 GMT+0100 (CET),1573572831947,0.9985,forced_choice,3
313,,11857,24,,Graduated College,1573572778759,8,female,Spanish,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:32:00 GMT+0100 (hora estándar de Europa central),1573572720229,0.9755,forced_choice,1
313,,4629,24,,Graduated College,1573572778759,8,female,Spanish,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:32:00 GMT+0100 (hora estándar de Europa central),1573572720229,0.9755,forced_choice,2
313,,3391,24,,Graduated College,1573572778759,8,female,Spanish,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:32:00 GMT+0100 (hora estándar de Europa central),1573572720229,0.9755,forced_choice,3
312,,6013,21,,Graduated High School,1573572228882,8,female,"German, Polish",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 16:22:49 GMT+0100 (Mitteleuropäische Zeit),1573572169308,0.9929,forced_choice,1
312,,2619,21,,Graduated High School,1573572228882,8,female,"German, Polish",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:22:49 GMT+0100 (Mitteleuropäische Zeit),1573572169308,0.9929,forced_choice,2
312,,5367,21,,Graduated High School,1573572228882,8,female,"German, Polish",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 16:22:49 GMT+0100 (Mitteleuropäische Zeit),1573572169308,0.9929,forced_choice,3
311,,9768,20,,Graduated High School,1573571562461,8,male,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 16:10:46 GMT+0100 (CET),1573571446011,1.9408333333333334,forced_choice,1
311,,12648,20,,Graduated High School,1573571562461,8,male,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:10:46 GMT+0100 (CET),1573571446011,1.9408333333333334,forced_choice,2
311,,5163,20,,Graduated High School,1573571562461,8,male,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:10:46 GMT+0100 (CET),1573571446011,1.9408333333333334,forced_choice,3
310,,6771,24,4,Graduated High School,1573571505747,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:11:04 GMT+0100 (CET),1573571464162,0.6930833333333334,forced_choice,1
310,,2904,24,4,Graduated High School,1573571505747,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:11:04 GMT+0100 (CET),1573571464162,0.6930833333333334,forced_choice,2
310,,4348,24,4,Graduated High School,1573571505747,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:11:04 GMT+0100 (CET),1573571464162,0.6930833333333334,forced_choice,3
309,,5103,21,,Graduated High School,1573571492237,8,female,German ,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:10:49 GMT+0000 (Greenwich Mean Time),1573571449989,0.7041333333333334,forced_choice,1
309,,5062,21,,Graduated High School,1573571492237,8,female,German ,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:10:49 GMT+0000 (Greenwich Mean Time),1573571449989,0.7041333333333334,forced_choice,2
309,,2897,21,,Graduated High School,1573571492237,8,female,German ,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:10:49 GMT+0000 (Greenwich Mean Time),1573571449989,0.7041333333333334,forced_choice,3
308,,8420,22,,Graduated High School,1573571400320,8,female,"turkish, german",Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:08:58 GMT+0100 (Mitteleuropäische Normalzeit),1573571338956,1.0227333333333333,forced_choice,1
308,,4484,22,,Graduated High School,1573571400320,8,female,"turkish, german",Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:08:58 GMT+0100 (Mitteleuropäische Normalzeit),1573571338956,1.0227333333333333,forced_choice,2
308,,3945,22,,Graduated High School,1573571400320,8,female,"turkish, german",Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Biology,Tue Nov 12 2019 16:08:58 GMT+0100 (Mitteleuropäische Normalzeit),1573571338956,1.0227333333333333,forced_choice,3
307,,3625,,,,1573571237454,8,,,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 16:06:57 GMT+0100 (CET),1573571217221,0.33721666666666666,forced_choice,1
307,,3390,,,,1573571237454,8,,,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 16:06:57 GMT+0100 (CET),1573571217221,0.33721666666666666,forced_choice,2
307,,1931,,,,1573571237454,8,,,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 16:06:57 GMT+0100 (CET),1573571217221,0.33721666666666666,forced_choice,3
306,,6374,22,,Graduated High School,1573570844952,8,male,German,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:58:55 GMT+0100 (Mitteleuropäische Normalzeit),1573570735078,1.8312333333333333,forced_choice,1
306,,2206,22,,Graduated High School,1573570844952,8,male,German,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Jazz,Tue Nov 12 2019 15:58:55 GMT+0100 (Mitteleuropäische Normalzeit),1573570735078,1.8312333333333333,forced_choice,2
306,,5130,22,,Graduated High School,1573570844952,8,male,German,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Mountains,Tue Nov 12 2019 15:58:55 GMT+0100 (Mitteleuropäische Normalzeit),1573570735078,1.8312333333333333,forced_choice,3
305,,8425,34,,Graduated College,1573570737640,8,male,german,Metal,Jazz,"If you have to choose between the following two options, which one do you prefer?",Metal,Tue Nov 12 2019 15:58:05 GMT+0100 (Mitteleuropäische Normalzeit),1573570685469,0.8695166666666667,forced_choice,1
305,,4909,34,,Graduated College,1573570737640,8,male,german,Mountains,Beach,"If you have to choose between the following two options, which one do you prefer?",Beach,Tue Nov 12 2019 15:58:05 GMT+0100 (Mitteleuropäische Normalzeit),1573570685469,0.8695166666666667,forced_choice,2
305,,4470,34,,Graduated College,1573570737640,8,male,german,Biology,Logic,"If you have to choose between the following two options, which one do you prefer?",Logic,Tue Nov 12 2019 15:58:05 GMT+0100 (Mitteleuropäische Normalzeit),1573570685469,0.8695166666666667,forced_choice,3
